Date,wind_generation_actual,wind_capacity,temperature
1/7/2019,465916,48974.292,2.475
1/8/2019,962242,48981.333,3.388
1/9/2019,760415,48989,0.81
1/10/2019,172918,48989,-1.524
1/11/2019,510712,48989,0.408
1/12/2019,731114,48989,2.873
1/13/2019,907162,48989.292,4.613
1/14/2019,829824,48996,1.895
1/15/2019,829469,48996.292,1.938
1/16/2019,728908,49003.292,2.457
1/17/2019,737765,49010.167,2.133
1/18/2019,238374,49014,-1.636
1/19/2019,135330,49014,-3.009
1/20/2019,59278,49014,-3.784
1/21/2019,133394,49014,-4.363
1/22/2019,297140,49014,-4.931
1/23/2019,161608,49014.167,-5.313
1/24/2019,48158,49018.292,-5.294
1/25/2019,199919,49025,-3.813
1/26/2019,507316,49025.25,1.201
1/27/2019,578109,49031,2.084
1/28/2019,495927,49031.167,0.539
1/29/2019,345600,49035.125,-1.155
1/30/2019,445385,49038.167,-1.635
1/31/2019,251022,49042.083,-2.179
2/1/2019,340526,49044.417,-0.479
2/2/2019,117691,49054.25,0.03
2/3/2019,292185,49060.292,-0.791
2/4/2019,493660,49067.25,-1.357
2/5/2019,351172,49073.25,-0.959
2/6/2019,362081,49079.167,-0.917
2/7/2019,617208,49083,0.66
2/8/2019,782350,49083,2.818
2/9/2019,927505,49083,4.296
2/10/2019,793495,49083,4.178
2/11/2019,790925,49083.125,2.198
2/12/2019,464461,49086,0.996
2/13/2019,458152,49086.125,2.206
2/14/2019,184359,49089,2.798
2/15/2019,216372,49089,3.462
2/16/2019,373375,49089,4.121
2/17/2019,218992,49089.167,4.704
2/18/2019,259182,49093.083,4.884
2/19/2019,578830,49095,4.484
2/20/2019,366915,49095,4.415
2/21/2019,412844,49095,5.786
2/22/2019,237050,49095.25,4.952
2/23/2019,211989,49101,0.99
2/24/2019,99880,49101,3.041
2/25/2019,117978,49101,5.401
2/26/2019,80395,49101.125,6.778
2/27/2019,201884,49104.167,7.261
2/28/2019,424526,49108,6.719
3/1/2019,209802,49108,5.467
3/2/2019,279257,49108,4.973
3/3/2019,845935,49108.25,7.757
3/4/2019,944428,49114.25,7.219
3/5/2019,734927,49120.25,4.619
3/6/2019,609521,49126,6.99
3/7/2019,865265,49126.208,8.039
3/8/2019,794143,49131,5.835
3/9/2019,925108,49131,6.948
3/10/2019,536965,49131.25,5.962
3/11/2019,637039,49137.125,2.549
3/12/2019,704672,49140.167,4.071
3/13/2019,954652,49144.458,4.839
3/14/2019,891204,49155.25,4.64
3/15/2019,917489,49161,6.964
3/16/2019,781855,49161,7.655
3/17/2019,775324,49161,6.46
3/18/2019,704190,49161,3.505
3/19/2019,197478,49161.208,3.372
3/20/2019,247775,49166,5.223
3/21/2019,217272,49166.25,7.567
3/22/2019,120366,49172,9.273
3/23/2019,189999,49172.25,8.179
3/24/2019,193375,49178.25,6.547
3/25/2019,583691,49184,4.068
3/26/2019,452286,49184.417,4.52
3/27/2019,244070,49194,5.811
3/28/2019,112574,49194.125,7.447
3/29/2019,144999,49197,8.964
3/30/2019,158476,49197.25,10.111
3/31/2019,268339,49203,8.118
4/1/2019,321033,49203,6.675
4/2/2019,440387,49203.167,9.174
4/3/2019,184057,49205,8.742
4/4/2019,159442,49205.5,6.624
4/5/2019,120302,49211,6.938
4/6/2019,195131,49211,10.18
4/7/2019,162788,49211.75,10.915
4/8/2019,224523,49220.333,10.449
4/9/2019,289901,49224,8.385
4/10/2019,306573,49224,6.028
4/11/2019,222908,49224,4.241
4/12/2019,198175,49224.5,2.907
4/13/2019,284338,49230,2.544
4/14/2019,321990,49230,3.896
4/15/2019,390903,49230.833,7.138
4/16/2019,427714,49240.583,8.847
4/17/2019,397092,49247.5,10.481
4/18/2019,473276,49253.5,11.957
4/19/2019,314901,49259,13.091
4/20/2019,173459,49259,12.928
4/21/2019,155975,49259,13.065
4/22/2019,530864,49259.25,13.024
4/23/2019,746865,49262,13.571
4/24/2019,507702,49262.5,15.285
4/25/2019,331059,49268,14.347
4/26/2019,271997,49268.5,11.023
4/27/2019,264574,49274,9.356
4/28/2019,111830,49274.333,7.772
4/29/2019,272055,49278.5,8.433
4/30/2019,171326,49284.5,10.288
5/1/2019,293091,49290.833,11.035
5/2/2019,461567,49300,10.416
5/3/2019,399749,49300,8.246
5/4/2019,315492,49300,4.853
5/5/2019,254683,49300,5.043
5/6/2019,334601,49300,6.072
5/7/2019,123719,49300.833,7.707
5/8/2019,357841,49310,9.41
5/9/2019,242036,49310.5,10.976
5/10/2019,210855,49316,10.592
5/11/2019,283707,49316.5,9.425
5/12/2019,392396,49322.833,8.226
5/13/2019,279418,49332.5,8.427
5/14/2019,247098,49338.25,8.101
5/15/2019,234941,49341.5,8.306
5/16/2019,280754,49347,8.764
5/17/2019,178238,49347,11.81
5/18/2019,148217,49347,14.411
5/19/2019,138904,49347.75,15.574
5/20/2019,205137,49356,14.689
5/21/2019,390410,49356,13.183
5/22/2019,388666,49356.333,12.329
5/23/2019,122623,49360.333,14.113
5/24/2019,208090,49364,15.654
5/25/2019,153902,49364,13.854
5/26/2019,405935,49364,15.169
5/27/2019,304433,49364,15.265
5/28/2019,149028,49364,12.219
5/29/2019,125506,49364,11.631
5/30/2019,388595,49364.25,14.507
5/31/2019,179213,49367.25,17.245
6/1/2019,136516,49370,19.338
6/2/2019,210616,49370,21.483
6/3/2019,197486,49370,20.7
6/4/2019,198393,49370,21.01
6/5/2019,247345,49370,22.459
6/6/2019,327275,49370.333,16.073
6/7/2019,289973,49374,17.085
6/8/2019,605201,49374,15.245
6/9/2019,188553,49374,16.826
6/10/2019,231303,49374,18.108
6/11/2019,143383,49374.333,18.027
6/12/2019,204670,49378.25,17.713
6/13/2019,258648,49381.5,17.458
6/14/2019,200298,49387,19.883
6/15/2019,335147,49387,19.694
6/16/2019,104870,49387,17.519
6/17/2019,92916,49387.583,19.713
6/18/2019,115712,49394.25,22.096
6/19/2019,151594,49397,22.754
6/20/2019,142811,49397,19.18
6/21/2019,96732,49397,17.857
6/22/2019,171441,49397,18.313
6/23/2019,267935,49397.583,20.632
6/24/2019,340003,49404.333,22.768
6/25/2019,190841,49408,25.59
6/26/2019,298542,49408.583,26.141
6/27/2019,330624,49415.25,20.672
6/28/2019,80230,49418,19.148
6/29/2019,79540,49418,22.549
6/30/2019,345206,49418,24.837
7/1/2019,396995,49418.583,21.581
7/2/2019,386518,49425,18.055
7/3/2019,282551,49425,16.955
7/4/2019,304510,49425.333,17.844
7/5/2019,278918,49429,19.863
7/6/2019,366462,49429,20.19
7/7/2019,378087,49429,16.274
7/8/2019,266305,49429,14.771
7/9/2019,238587,49429,14.692
7/10/2019,118626,49429.25,16.509
7/11/2019,53297,49432,16.816
7/12/2019,97028,49432,17.729
7/13/2019,201586,49432,17.075
7/14/2019,141909,49432.583,16.244
7/15/2019,210862,49439.917,16.48
7/16/2019,231153,49450.25,16.915
7/17/2019,35904,49453.583,18.255
7/18/2019,76878,49460.833,20.25
7/19/2019,82800,49470.583,20.345
7/20/2019,254011,49477,22.392
7/21/2019,262424,49477.417,20.74
7/22/2019,166669,49482.333,21.724
7/23/2019,72210,49486,24.762
7/24/2019,147222,49486,27.303
7/25/2019,168464,49487.167,28.241
7/26/2019,366560,49500.75,27.037
7/27/2019,419840,49509,22.509
7/28/2019,215974,49509.667,21.086
7/29/2019,96878,49519.25,21.186
7/30/2019,87212,49545,22.558
7/31/2019,147509,49557.333,19.695
8/1/2019,58950,49573.25,19.737
8/2/2019,63762,49588.25,19.766
8/3/2019,95067,49603.333,18.683
8/4/2019,54081,49619.25,20.356
8/5/2019,110075,49634.333,21.396
8/6/2019,151993,49649.667,20.93
8/7/2019,201030,49657,18.918
8/8/2019,319845,49658.25,19.526
8/9/2019,203195,49672,22.186
8/10/2019,588611,49672,20.93
8/11/2019,367728,49672.667,19.795
8/12/2019,257923,49681.25,17.559
8/13/2019,256403,49696.083,15.74
8/14/2019,175848,49708.5,16.262
8/15/2019,391677,49714.667,16.613
8/16/2019,211247,49722.5,17.623
8/17/2019,391408,49729.333,18.441
8/18/2019,271479,49744.583,19.977
8/19/2019,289031,49752.167,18.278
8/20/2019,145164,49765.583,16.531
8/21/2019,73960,49773.167,16.66
8/22/2019,147064,49787,18.593
8/23/2019,96738,49798.583,19.866
8/24/2019,169462,49805.583,21.565
8/25/2019,124353,49812,23.402
8/26/2019,75862,49812.583,24.187
8/27/2019,98092,49819,24.355
8/28/2019,93916,49820.833,24.179
8/29/2019,97589,49842.333,21.934
8/30/2019,60118,49857.667,21.619
8/31/2019,162761,49865,23.707
9/1/2019,248769,49866.25,19.117
9/2/2019,204608,49880.917,15.659
9/3/2019,323468,49891.25,16.544
9/4/2019,303173,49894.583,17.608
9/5/2019,460176,49902.167,14.733
9/6/2019,290419,49915.5,13.973
9/7/2019,95433,49921,13.52
9/8/2019,35051,49921.667,12.81
9/9/2019,122711,49929,12.635
9/10/2019,288610,49929.25,13.891
9/11/2019,373845,49932.5,14.841
9/12/2019,299170,49939.25,17.195
9/13/2019,327123,49953.75,16.957
9/14/2019,119296,49962.5,15.469
9/15/2019,419918,49968.917,16.96
9/16/2019,203371,49979.417,15.531
9/17/2019,591532,49984.25,13.001
9/18/2019,438488,49987.583,11.244
9/19/2019,179983,49994.333,10.482
9/20/2019,121905,49998,11.477
9/21/2019,177985,49998,13.972
9/22/2019,237797,49998.833,16.217
9/23/2019,167549,50008.917,14.678
9/24/2019,142932,50020.833,14.526
9/25/2019,161041,50041.917,14.106
9/26/2019,281382,50052.583,14.84
9/27/2019,389037,50059,15.08
9/28/2019,669426,50059,14.116
9/29/2019,685120,50059.333,14.909
9/30/2019,750950,50063.583,13.711
10/1/2019,411750,50070.333,14.013
10/2/2019,451203,50074,10.278
10/3/2019,228382,50074,9.074
10/4/2019,301057,50074,8.898
10/5/2019,301039,50074,8.932
10/6/2019,344586,50074,7.365
10/7/2019,189204,50074.75,8.049
10/8/2019,550507,50083.417,11.108
10/9/2019,556608,50088,10.881
10/10/2019,672124,50088.583,10.276
10/11/2019,835982,50095,11.911
10/12/2019,552394,50095,14.135
10/13/2019,466535,50095,16.66
10/14/2019,314110,50095.25,15.93
10/15/2019,214059,50098.333,14.616
10/16/2019,428627,50102,11.755
10/17/2019,306168,50102.25,13.08
10/18/2019,539807,50105.333,12.447
10/19/2019,451872,50109,11.568
10/20/2019,140265,50109.167,12.726
10/21/2019,179300,50111,12.852
10/22/2019,164171,50112.5,11.194
10/23/2019,172337,50129.583,11.706
10/24/2019,287411,50136.583,12.76
10/25/2019,537400,50143,12.301
10/26/2019,717073,50143,12.951
10/27/2019,581302,50143,10.268
10/28/2019,273721,50143.167,6.775
10/29/2019,134576,50147.208,5.367
10/30/2019,124034,50152.292,3.53
10/31/2019,190337,50159.125,2.253
11/1/2019,427675,50162.417,4.757
11/2/2019,598636,50172,11.187
11/3/2019,291656,50172.25,10.047
11/4/2019,262847,50178,9.116
11/5/2019,212176,50178.292,7.385
11/6/2019,106742,50185,6.238
11/7/2019,293410,50185.333,5.919
11/8/2019,142574,50193,4.796
11/9/2019,164428,50193,3.731
11/10/2019,134132,50193,2.201
11/11/2019,428728,50193.083,1.829
11/12/2019,520910,50195,3.301
11/13/2019,350141,50195.458,2.78
11/14/2019,350944,50206.292,2.714
11/15/2019,473098,50213,3.2
11/16/2019,328590,50213.25,3.025
11/17/2019,301943,50219.458,2.791
11/18/2019,409401,50230.167,3.455
11/19/2019,382056,50234.25,3.282
11/20/2019,36772,50240.292,1.855
11/21/2019,134954,50247,2.905
11/22/2019,282624,50247,3.57
11/23/2019,623391,50247.292,5.225
11/24/2019,291224,50254,4.978
11/25/2019,62548,50254.125,4.535
11/26/2019,235350,50257.083,5.81
11/27/2019,545480,50259.542,6.902
11/28/2019,857710,50272.292,7.922
11/29/2019,618895,50279.25,3.91
11/30/2019,195076,50285,1.152
12/1/2019,134296,50285.25,0.198
12/2/2019,344119,50291.417,0.874
12/3/2019,275830,50301.083,2.077
12/4/2019,278977,50303.167,0.673
12/5/2019,436209,50307.208,-0.832
12/6/2019,860237,50312.167,1.387
12/7/2019,841616,50316,5.431
12/8/2019,918908,50316.125,6.319
12/9/2019,749939,50319,5.104
12/10/2019,550224,50319.125,1.433
12/11/2019,436289,50322.292,0.996
12/12/2019,403284,50329.25,1.36
12/13/2019,555000,50335,0.856
12/14/2019,843230,50335,3.361
12/15/2019,853649,50335,5.46
12/16/2019,441369,50335.417,5.238
12/17/2019,546881,50345.667,7.553
12/18/2019,407039,50361.375,6.188
12/19/2019,558192,50371.208,5.734
12/20/2019,653405,50399.167,6.222
12/21/2019,429207,50403.25,4.585
12/22/2019,419774,50409.625,4.509
12/23/2019,612081,50424,5.284
12/24/2019,455192,50424,5.067
12/25/2019,293649,50424,4.728
12/26/2019,132739,50424.125,2.79
12/27/2019,146590,50427,1.327
12/28/2019,159126,50427.292,-1.441
12/29/2019,349839,50434.75,-1.314
12/30/2019,639343,50452,0.542
